id_colab_periodo;id_colaborador;periodo;horas_contratadas;codigo_cargo;codigo_area
101922-201910;101922;201910;160;4K1171;A0321
101922-201911;101922;201911;62;4K1171;A0321
101922-201912;101922;201912;186;4K1171;A0321
101922-202001;101922;202001;119;4K1171;A0321
101922-202002;101922;202002;142;4K1171;A0321
101922-202003;101922;202003;181;4K1171;A0072
101922-202004;101922;202004;108;4K1171;A0072
101922-202005;101922;202005;149;4K1171;A0072
101922-202006;101922;202006;117;4K1171;A0072
101923-201901;101923;201901;175;5D1261;A0074
101923-201902;101923;201902;53;5D1261;A0074
101923-201904;101923;201904;142;5D1261;A0074
101923-201905;101923;201905;170;4K1171;A0139
101923-201906;101923;201906;80;4K1171;A0139
101923-201907;101923;201907;80;4K1171;A0139
101923-201908;101923;201908;80;4K1171;A0139
101923-201909;101923;201909;116;4K1171;A0139
101923-201910;101923;201910;191;4K1171;A0163
101923-201911;101923;201911;169;4K1171;A0163
101923-201912;101923;201912;116;4K1171;A0163
101923-202001;101923;202001;121;4K1171;A0163
101923-202002;101923;202002;98;5A1014;A0090
101923-202003;101923;202003;51;5A1014;A0090
101923-202004;101923;202004;119;5A1014;A0090
101923-202005;101923;202005;97;5A1014;A0090
101923-202006;101923;202006;69;5A1014;A0090
101924-201901;101924;201901;174;5C1181;A0242
101924-201902;101924;201902;135;5C1181;A0242
101924-201903;101924;201903;80;5C1181;A0242
101924-201904;101924;201904;177;4K1171;A0139
101924-201905;101924;201905;112;4K1171;A0139
101924-201906;101924;201906;80;4K1171;A0139
101924-201907;101924;201907;80;4K1171;A0139
101924-201908;101924;201908;80;4K1171;A0139
101924-201909;101924;201909;78;4K1171;A0163
101924-201910;101924;201910;190;4K1171;A0163
101924-201911;101924;201911;146;4K1171;A0163
101924-201912;101924;201912;163;4K1171;A0163
101924-202001;101924;202001;79;5A1014;A0090
101924-202002;101924;202002;68;5A1014;A0090
101924-202003;101924;202003;188;5A1014;A0090
101924-202004;101924;202004;135;5A1014;A0090
101924-202005;101924;202005;180;5A1014;A0090
101924-202006;101924;202006;188;5A1014;A0090
101925-201901;101925;201901;99;5D1291;A0280
101925-201902;101925;201902;173;5D1291;A0280
101925-201904;101925;201904;146;5D1291;A0280
101925-201905;101925;201905;160;4K1171;A0139
101925-201906;101925;201906;80;4K1171;A0139
101925-201907;101925;201907;80;4K1171;A0139
101925-201908;101925;201908;80;4K1171;A0139
101925-201909;101925;201909;61;4K1171;A0139
101925-201910;101925;201910;163;4K1171;A0163
101925-201911;101925;201911;49;4K1171;A0163
101925-201912;101925;201912;120;4K1171;A0163
101925-202001;101925;202001;144;4K1171;A0163
101925-202002;101925;202002;144;5A1014;A0090
101925-202003;101925;202003;61;5A1014;A0090
101925-202004;101925;202004;139;5A1014;A0090
101925-202005;101925;202005;136;5A1014;A0090
101925-202006;101925;202006;144;5A1014;A0090
101926-201901;101926;201901;160;4K1531;A0171
101926-201902;101926;201902;66;4K1531;A0171
101926-201904;101926;201904;192;4K1531;A0171
101926-201905;101926;201905;150;4K1171;A0139
101926-201906;101926;201906;80;4K1171;A0139
101926-201907;101926;201907;80;4K1171;A0139
101926-201908;101926;201908;80;4K1171;A0139
101926-201909;101926;201909;129;4K1171;A0139
101926-201910;101926;201910;166;4K1171;A0163
101926-201911;101926;201911;185;4K1171;A0163
101926-201912;101926;201912;147;4K1171;A0163
101926-202001;101926;202001;119;4K1171;A0163
101926-202002;101926;202002;184;5A1014;A0090
101926-202003;101926;202003;160;5A1014;A0090
101926-202004;101926;202004;180;5A1014;A0090
101926-202005;101926;202005;75;5A1014;A0090
101926-202006;101926;202006;115;5A1014;A0090
101927-201901;101927;201901;84;4L1081;A0240
101927-201902;101927;201902;76;4L1081;A0240
101927-201904;101927;201904;91;4L1081;A0240
101927-201905;101927;201905;59;4L1081;A0240
101927-201907;101927;201907;160;4L1081;A0240
101927-201908;101927;201908;160;4L1081;A0240
101927-201909;101927;201909;90;4L1081;A0240
101927-201910;101927;201910;149;4L1081;A0240
101927-201911;101927;201911;58;4L1081;A0240
101927-201912;101927;201912;48;4L1081;A0240
101927-202001;101927;202001;109;4L1081;A0240
101927-202002;101927;202002;177;4L1081;A0240
101927-202003;101927;202003;90;4K1171;A0210
101927-202004;101927;202004;53;4K1171;A0210
101927-202005;101927;202005;122;4K1171;A0210
101927-202006;101927;202006;170;4K1171;A0210
101928-201901;101928;201901;99;4K1561;A0046
101928-201902;101928;201902;88;4K1561;A0046
101928-201904;101928;201904;154;4K1561;A0046
101928-201905;101928;201905;50;4K1561;A0046
101928-201906;101928;201906;192;4K1561;A0046
101928-201907;101928;201907;192;4K1561;A0046
101928-201908;101928;201908;192;4K1561;A0046
101928-201909;101928;201909;63;4K1171;A0321
101928-201910;101928;201910;142;4K1171;A0321
101928-201911;101928;201911;150;4K1171;A0321
101928-201912;101928;201912;168;4K1171;A0321
101928-202001;101928;202001;89;4K1171;A0321
101928-202002;101928;202002;74;4K1171;A0321
101928-202003;101928;202003;61;4K1171;A0072
101928-202004;101928;202004;54;4K1171;A0072
101928-202005;101928;202005;124;4K1171;A0072
101928-202006;101928;202006;156;4K1171;A0072
101929-201901;101929;201901;66;5E1341;A0116
101929-201902;101929;201902;126;5E1341;A0116
101929-201904;101929;201904;116;5E1341;A0116
101929-201905;101929;201905;148;5E1341;A0116
101929-201906;101929;201906;80;5E1341;A0116
101929-201907;101929;201907;80;5E1341;A0116
101929-201908;101929;201908;80;5E1341;A0116
101929-201909;101929;201909;186;4K1171;A0321
101929-201910;101929;201910;116;4K1171;A0321
101929-201911;101929;201911;172;4K1171;A0321
101929-201912;101929;201912;78;4K1171;A0321
101929-202001;101929;202001;98;4K1171;A0321
101929-202002;101929;202002;131;4K1171;A0321
101929-202003;101929;202003;78;4K1171;A0072
101929-202004;101929;202004;177;4K1171;A0072
101929-202005;101929;202005;66;4K1171;A0072
101929-202006;101929;202006;111;4K1171;A0072
101930-201901;101930;201901;103;5D1291;A0273
101930-201902;101930;201902;155;5D1291;A0273
101930-201904;101930;201904;63;5D1291;A0273
101930-201905;101930;201905;189;5D1291;A0273
101930-201906;101930;201906;80;5D1291;A0273
101930-201907;101930;201907;80;5D1291;A0273
101930-201908;101930;201908;80;5D1291;A0273
101930-201909;101930;201909;188;5D1291;A0273
101930-201910;101930;201910;92;5D1291;A0273
101930-201911;101930;201911;81;5D1291;A0273
101930-201912;101930;201912;118;5D1291;A0273
101930-202001;101930;202001;102;5D1291;A0273
101930-202002;101930;202002;48;4K1171;A0210
101930-202003;101930;202003;91;4K1171;A0210
101930-202004;101930;202004;144;4K1171;A0210
101930-202005;101930;202005;162;4K1171;A0210
101930-202006;101930;202006;70;4K1171;A0210
101931-201901;101931;201901;188;4L1311;A0127
101931-201902;101931;201902;99;4L1311;A0127
101931-201903;101931;201903;192;4L1311;A0127
101931-201904;101931;201904;115;4L1311;A0127
101931-201905;101931;201905;48;4L1311;A0127
101931-201906;101931;201906;192;4L1311;A0127
101931-201907;101931;201907;192;4L1311;A0127
101931-201908;101931;201908;192;4L1311;A0127
101931-201909;101931;201909;168;4L1311;A0127
101931-201910;101931;201910;136;4L1311;A0127
101931-201911;101931;201911;147;4L1311;A0127
101931-201912;101931;201912;140;4L1311;A0127
101931-202001;101931;202001;178;4K1171;A0210
101931-202002;101931;202002;112;4K1171;A0210
101931-202003;101931;202003;141;4K1171;A0210
101931-202004;101931;202004;140;4K1171;A0210
101931-202005;101931;202005;94;4K1171;A0210
101931-202006;101931;202006;95;4K1171;A0210
101932-201901;101932;201901;56;4L1391;A0329
101932-201902;101932;201902;176;4L1391;A0329
101932-201904;101932;201904;89;4L1391;A0329
101932-201905;101932;201905;124;4L1391;A0329
101932-201906;101932;201906;80;4L1391;A0329
101932-201907;101932;201907;80;4L1391;A0329
101932-201908;101932;201908;80;4L1391;A0329
101932-201909;101932;201909;96;4L1391;A0329
101932-201910;101932;201910;80;4L1391;A0329
101932-201911;101932;201911;130;4L1391;A0329
101932-201912;101932;201912;145;4L1391;A0329
101932-202001;101932;202001;108;4L1391;A0329
101932-202002;101932;202002;68;4K1171;A0210
101932-202003;101932;202003;175;4K1171;A0210
101932-202004;101932;202004;174;4K1171;A0210
101932-202005;101932;202005;53;4K1171;A0210
101932-202006;101932;202006;74;4K1171;A0210
101933-201901;101933;201901;184;5D1291;A0276
101933-201902;101933;201902;83;5D1291;A0276
101933-201904;101933;201904;141;5D1291;A0276
101933-201905;101933;201905;128;4K1171;A0139
101933-201906;101933;201906;80;4K1171;A0139
101933-201907;101933;201907;80;4K1171;A0139
101933-201908;101933;201908;80;4K1171;A0139
101933-201909;101933;201909;57;4K1171;A0139
101933-201910;101933;201910;55;4K1171;A0163
101933-201911;101933;201911;155;4K1171;A0163
101933-201912;101933;201912;143;4K1171;A0163
101933-202001;101933;202001;53;4K1171;A0163
101933-202002;101933;202002;136;5A1014;A0090
101933-202003;101933;202003;116;5A1014;A0090
101933-202004;101933;202004;191;5A1014;A0090
101933-202005;101933;202005;49;5A1014;A0090
101933-202006;101933;202006;72;5A1014;A0090
101934-201901;101934;201901;53;4I1151;A0192
101934-201902;101934;201902;88;4I1151;A0192
101934-201904;101934;201904;141;4I1151;A0192
101934-201905;101934;201905;84;4I1151;A0192
101934-201906;101934;201906;172;4I1151;A0192
101934-201907;101934;201907;172;4I1151;A0192
101934-201908;101934;201908;172;4I1151;A0192
101934-201909;101934;201909;101;4K1171;A0321
101934-201910;101934;201910;181;4K1171;A0321
101934-201911;101934;201911;68;4K1171;A0321
101934-201912;101934;201912;50;4K1171;A0321
101934-202001;101934;202001;120;4K1171;A0321
101934-202002;101934;202002;126;4K1171;A0321
101934-202003;101934;202003;102;4K1171;A0072
101934-202004;101934;202004;157;4K1171;A0072
101934-202005;101934;202005;122;4K1171;A0072
101934-202006;101934;202006;146;4K1171;A0072
101935-201901;101935;201901;86;5D1261;A0208
101935-201902;101935;201902;58;5D1261;A0208
101935-201904;101935;201904;103;5D1261;A0208
101935-201905;101935;201905;105;5D1261;A0208
101935-201906;101935;201906;80;5D1261;A0208
101935-201907;101935;201907;80;5D1261;A0208
101935-201908;101935;201908;80;5D1261;A0208
101935-201909;101935;201909;130;5D1261;A0208
101935-201910;101935;201910;161;5D1261;A0208
101935-201911;101935;201911;128;5D1261;A0208
101935-201912;101935;201912;115;5D1261;A0208
101935-202001;101935;202001;95;5D1261;A0208
101935-202002;101935;202002;67;4K1171;A0210
101935-202003;101935;202003;109;4K1171;A0210
101935-202004;101935;202004;70;4K1171;A0210
101935-202005;101935;202005;165;4K1171;A0210
101935-202006;101935;202006;66;4K1171;A0210
101936-201901;101936;201901;143;4L1391;A0017
101936-201902;101936;201902;169;4L1391;A0017
101936-201904;101936;201904;96;4L1391;A0017
101936-201905;101936;201905;98;4L1391;A0017
101936-201906;101936;201906;80;4L1391;A0017
101936-201907;101936;201907;80;4L1391;A0017
101936-201908;101936;201908;80;4L1391;A0017
101936-201909;101936;201909;60;4L1391;A0017
101936-201910;101936;201910;72;4L1391;A0017
101936-201911;101936;201911;49;4L1391;A0017
101936-201912;101936;201912;145;4L1391;A0017
101936-202001;101936;202001;71;4L1391;A0017
101936-202002;101936;202002;173;4L1391;A0017
101936-202003;101936;202003;190;4L1391;A0017
101936-202004;101936;202004;156;4L1391;A0017
101936-202005;101936;202005;155;4L1391;A0017
101936-202006;101936;202006;134;4L1391;A0017
101937-201901;101937;201901;109;5D1261;A0066
101937-201902;101937;201902;88;5D1261;A0066
101937-201904;101937;201904;93;5D1261;A0066
101937-201905;101937;201905;115;4K1171;A0139
101937-201906;101937;201906;80;4K1171;A0139
101937-201907;101937;201907;80;4K1171;A0139
101937-201908;101937;201908;80;4K1171;A0139
101937-201909;101937;201909;99;4K1171;A0139
101937-201910;101937;201910;157;4K1171;A0163
101937-201911;101937;201911;158;4K1171;A0163
101937-201912;101937;201912;124;4K1171;A0163
101937-202001;101937;202001;90;4K1171;A0163
101937-202002;101937;202002;96;5A1014;A0090
101937-202003;101937;202003;67;5A1014;A0090
101937-202004;101937;202004;80;5A1014;A0090
101937-202005;101937;202005;168;5A1014;A0090
101937-202006;101937;202006;71;5A1014;A0090
101938-201901;101938;201901;120;5E1341;A0116
101938-201902;101938;201902;170;5E1341;A0116
101938-201904;101938;201904;150;5E1341;A0116
101938-201905;101938;201905;72;5E1341;A0116
101938-201906;101938;201906;80;5E1341;A0116
101938-201907;101938;201907;80;5E1341;A0116
101938-201908;101938;201908;80;5E1341;A0116
101938-201909;101938;201909;106;5E1341;A0116
101938-201910;101938;201910;62;5E1341;A0116
101938-201911;101938;201911;126;5E1341;A0116
101938-201912;101938;201912;59;5E1341;A0116
101938-202001;101938;202001;147;5E1341;A0116
101938-202002;101938;202002;142;4K1171;A0210
101938-202003;101938;202003;100;4K1171;A0210
101938-202004;101938;202004;90;4K1171;A0210
101938-202005;101938;202005;112;4K1171;A0210
101938-202006;101938;202006;79;4K1171;A0210
101939-201901;101939;201901;163;4K1891;A0235
101939-201902;101939;201902;95;4K1891;A0235
101939-201904;101939;201904;157;4K1891;A0235
101939-201905;101939;201905;173;4K1171;A0139
101939-201906;101939;201906;192;4K1171;A0139
101939-201907;101939;201907;192;4K1171;A0139
101939-201908;101939;201908;192;4K1171;A0139
101939-201909;101939;201909;117;4K1171;A0139
101939-201910;101939;201910;97;4K1171;A0163
101939-201911;101939;201911;130;4K1171;A0163
101939-201912;101939;201912;170;4K1171;A0163
101939-202001;101939;202001;53;4K1171;A0163
101939-202002;101939;202002;116;5A1014;A0090
101939-202003;101939;202003;178;5A1014;A0090
101939-202004;101939;202004;101;5A1014;A0090
101939-202005;101939;202005;70;5A1014;A0090
101939-202006;101939;202006;114;5A1014;A0090
101940-201901;101940;201901;139;4K1561;A0145
101940-201902;101940;201902;130;4K1561;A0145
101940-201904;101940;201904;189;4K1561;A0145
101940-201905;101940;201905;69;4K1561;A0145
101940-201906;101940;201906;172;4K1561;A0145
101940-201907;101940;201907;172;4K1561;A0145
101940-201908;101940;201908;172;4K1561;A0145
101940-201909;101940;201909;90;4K1171;A0321
101940-201910;101940;201910;128;4K1171;A0321
101940-201911;101940;201911;150;4K1171;A0321
101940-201912;101940;201912;57;4K1171;A0321
101940-202001;101940;202001;138;4K1171;A0321
101940-202002;101940;202002;171;4K1171;A0321
101940-202003;101940;202003;74;4K1171;A0072
101940-202004;101940;202004;100;4K1171;A0072
101940-202005;101940;202005;97;4K1171;A0072
101940-202006;101940;202006;137;4K1171;A0072
101941-201901;101941;201901;174;4I1611;A0134
101941-201902;101941;201902;164;4I1611;A0134
101941-201903;101941;201903;160;4I1611;A0134
101941-201904;101941;201904;49;4K1171;A0139
101941-201905;101941;201905;174;4K1171;A0139
101941-201906;101941;201906;160;4K1171;A0139
101941-201907;101941;201907;160;4K1171;A0139
101941-201908;101941;201908;160;4K1171;A0139
101941-201909;101941;201909;159;4K1171;A0163
101941-201910;101941;201910;68;4K1171;A0163
101941-201911;101941;201911;150;4K1171;A0163
101941-201912;101941;201912;156;4K1171;A0163
101941-202001;101941;202001;146;5A1014;A0090
101941-202002;101941;202002;105;5A1014;A0090
101941-202003;101941;202003;91;5A1014;A0090
101941-202004;101941;202004;158;5A1014;A0090
101941-202005;101941;202005;145;5A1014;A0090
101941-202006;101941;202006;80;5A1014;A0090
101942-201901;101942;201901;151;5A1013;A0370
101942-201902;101942;201902;131;5A1013;A0370
101942-201903;101942;201903;160;5A1013;A0370
101942-201904;101942;201904;108;4K1171;A0139
101942-201905;101942;201905;116;4K1171;A0139
101942-201906;101942;201906;160;4K1171;A0139
101942-201907;101942;201907;160;4K1171;A0139
101942-201908;101942;201908;160;4K1171;A0139
101942-201909;101942;201909;141;4K1171;A0163
101942-201910;101942;201910;123;4K1171;A0163
101942-201911;101942;201911;97;4K1171;A0163
101942-201912;101942;201912;57;4K1171;A0163
101942-202001;101942;202001;67;5A1014;A0090
101942-202002;101942;202002;56;5A1014;A0090
101942-202003;101942;202003;134;5A1014;A0090
101942-202004;101942;202004;156;5A1014;A0090
101942-202005;101942;202005;55;5A1014;A0090
101942-202006;101942;202006;146;5A1014;A0090
101943-201901;101943;201901;162;5A1012;A0370
101943-201902;101943;201902;189;5A1012;A0370
101943-201903;101943;201903;160;5A1012;A0370
101943-201904;101943;201904;93;4K1171;A0139
101943-201905;101943;201905;190;4K1171;A0139
101943-201906;101943;201906;160;4K1171;A0139
101943-201907;101943;201907;160;4K1171;A0139
101943-201908;101943;201908;160;4K1171;A0139
101943-201909;101943;201909;114;4K1171;A0163
101943-201910;101943;201910;190;4K1171;A0163
101943-201911;101943;201911;141;4K1171;A0163
101943-201912;101943;201912;169;4K1171;A0163
101943-202001;101943;202001;56;5A1014;A0090
101943-202002;101943;202002;75;5A1014;A0090
101943-202003;101943;202003;164;5A1014;A0090
101943-202004;101943;202004;66;5A1014;A0090
101943-202005;101943;202005;180;5A1014;A0090
101943-202006;101943;202006;72;5A1014;A0090
101944-201901;101944;201901;180;4L1391;A0305
101944-201902;101944;201902;111;4L1391;A0305
101944-201904;101944;201904;83;4L1391;A0305
101944-201905;101944;201905;154;4L1391;A0305
101944-201906;101944;201906;80;4L1391;A0305
101944-201907;101944;201907;80;4L1391;A0305
101944-201908;101944;201908;80;4L1391;A0305
101944-201909;101944;201909;95;4L1391;A0305
101944-201910;101944;201910;87;4L1391;A0305
101944-201911;101944;201911;154;4L1391;A0305
101944-201912;101944;201912;153;4L1391;A0305
101944-202001;101944;202001;163;4L1391;A0305
101944-202002;101944;202002;172;4L1391;A0305
101944-202003;101944;202003;164;4L1391;A0305
101944-202004;101944;202004;106;4L1391;A0305
101944-202005;101944;202005;85;4L1391;A0305
101944-202006;101944;202006;154;4L1391;A0305
101945-201901;101945;201901;74;5D1261;A0069
101945-201902;101945;201902;126;5D1261;A0069
101945-201904;101945;201904;69;5D1261;A0069
101945-201905;101945;201905;69;4K1171;A0139
101945-201906;101945;201906;80;4K1171;A0139
101945-201907;101945;201907;80;4K1171;A0139
101945-201908;101945;201908;80;4K1171;A0139
101945-201909;101945;201909;138;4K1171;A0139
101945-201910;101945;201910;187;4K1171;A0163
101945-201911;101945;201911;72;4K1171;A0163
101945-201912;101945;201912;110;4K1171;A0163
101945-202001;101945;202001;84;4K1171;A0163
101945-202002;101945;202002;70;5A1014;A0090
101945-202003;101945;202003;181;5A1014;A0090
101945-202004;101945;202004;145;5A1014;A0090
101945-202005;101945;202005;125;5A1014;A0090
101945-202006;101945;202006;186;5A1014;A0090
101946-201901;101946;201901;118;4L1041;A0039
101946-201902;101946;201902;156;4L1041;A0039
101946-201904;101946;201904;65;4L1041;A0039
101946-201905;101946;201905;130;4L1041;A0039
101946-201906;101946;201906;176;4L1041;A0039
101946-201907;101946;201907;176;4L1041;A0039
101946-201908;101946;201908;176;4L1041;A0039
101946-201909;101946;201909;168;4K1171;A0321
101946-201910;101946;201910;139;4K1171;A0321
101946-201911;101946;201911;185;4K1171;A0321
101946-201912;101946;201912;51;4K1171;A0321
101946-202001;101946;202001;53;4K1171;A0321
101946-202002;101946;202002;121;4K1171;A0321
101946-202003;101946;202003;87;4K1171;A0072
101946-202004;101946;202004;54;4K1171;A0072
101946-202005;101946;202005;108;4K1171;A0072
101946-202006;101946;202006;48;4K1171;A0072
101947-201901;101947;201901;140;4K1561;A0142
101947-201902;101947;201902;61;4K1561;A0142
101947-201904;101947;201904;131;4K1561;A0142
101947-201905;101947;201905;105;4K1561;A0142
101947-201906;101947;201906;132;4K1561;A0142
101947-201907;101947;201907;132;4K1561;A0142
101947-201908;101947;201908;132;4K1561;A0142
101947-201909;101947;201909;186;4K1171;A0321
101947-201910;101947;201910;90;4K1171;A0321
101947-201911;101947;201911;191;4K1171;A0321
101947-201912;101947;201912;60;4K1171;A0321
101947-202001;101947;202001;119;4K1171;A0321
101947-202002;101947;202002;151;4K1171;A0321
101947-202003;101947;202003;78;4K1171;A0072
101947-202004;101947;202004;80;4K1171;A0072
101947-202005;101947;202005;191;4K1171;A0072
101947-202006;101947;202006;187;4K1171;A0072
101948-201901;101948;201901;49;4I1611;A0133
101948-201902;101948;201902;173;4I1611;A0133
101948-201903;101948;201903;160;4I1611;A0133
101948-201904;101948;201904;110;4I1611;A0133
101948-201905;101948;201905;125;4I1611;A0133
101948-201906;101948;201906;160;4I1611;A0133
101948-201907;101948;201907;160;4I1611;A0133
101948-201908;101948;201908;160;4I1611;A0133
101948-201909;101948;201909;188;4I1611;A0133
101948-201910;101948;201910;184;4I1611;A0133
101948-201911;101948;201911;167;4I1611;A0133
101948-201912;101948;201912;48;4I1611;A0133
101948-202001;101948;202001;96;4K1171;A0210
101948-202002;101948;202002;55;4K1171;A0210
101948-202003;101948;202003;93;4K1171;A0210
101948-202004;101948;202004;128;4K1171;A0210
101948-202005;101948;202005;78;4K1171;A0210
101948-202006;101948;202006;65;4K1171;A0210
101949-201901;101949;201901;183;4L1891;A0156
101949-201902;101949;201902;103;4L1891;A0156
101949-201904;101949;201904;112;4L1891;A0156
101949-201905;101949;201905;81;4K1171;A0139
101949-201906;101949;201906;80;4K1171;A0139
101949-201907;101949;201907;80;4K1171;A0139
101949-201908;101949;201908;80;4K1171;A0139
101949-201909;101949;201909;178;4K1171;A0139
101949-201910;101949;201910;190;4K1171;A0163
101949-201911;101949;201911;192;4K1171;A0163
101949-201912;101949;201912;115;4K1171;A0163
101949-202001;101949;202001;101;4K1171;A0163
101949-202002;101949;202002;153;5A1014;A0090
101949-202003;101949;202003;59;5A1014;A0090
101949-202004;101949;202004;165;5A1014;A0090
101949-202005;101949;202005;63;5A1014;A0090
101949-202006;101949;202006;153;5A1014;A0090
101950-201901;101950;201901;102;5D1291;A0267
101950-201902;101950;201902;137;5D1291;A0267
101950-201904;101950;201904;139;5D1291;A0267
101950-201905;101950;201905;86;5D1291;A0267
101950-201906;101950;201906;80;5D1291;A0267
101950-201907;101950;201907;80;5D1291;A0267
101950-201908;101950;201908;80;5D1291;A0267
101950-201909;101950;201909;143;5D1291;A0267
101950-201910;101950;201910;143;5D1291;A0267
101950-201911;101950;201911;134;5D1291;A0267
101950-201912;101950;201912;73;5D1291;A0267
101950-202001;101950;202001;180;5D1291;A0267
101950-202002;101950;202002;106;4K1171;A0210
101950-202003;101950;202003;192;4K1171;A0210
101950-202004;101950;202004;98;4K1171;A0210
101950-202005;101950;202005;97;4K1171;A0210
101950-202006;101950;202006;141;4K1171;A0210
101951-201901;101951;201901;64;5D1261;A0209
101951-201902;101951;201902;189;5D1261;A0209
101951-201904;101951;201904;109;5D1261;A0209
101951-201905;101951;201905;167;5D1261;A0209
101951-201906;101951;201906;80;5D1261;A0209
101951-201907;101951;201907;80;5D1261;A0209
101951-201908;101951;201908;80;5D1261;A0209
101951-201909;101951;201909;125;5D1261;A0209
101951-201910;101951;201910;94;5D1261;A0209
101951-201911;101951;201911;119;5D1261;A0209
101951-201912;101951;201912;157;5D1261;A0209
101951-202001;101951;202001;120;5D1261;A0209
101951-202002;101951;202002;172;4K1171;A0210
101951-202003;101951;202003;150;4K1171;A0210
101951-202004;101951;202004;61;4K1171;A0210
101951-202005;101951;202005;131;4K1171;A0210
101951-202006;101951;202006;80;4K1171;A0210
101952-201901;101952;201901;155;4K1561;A0140
101952-201902;101952;201902;175;4K1561;A0140
101952-201904;101952;201904;159;4K1561;A0140
101952-201905;101952;201905;130;4K1561;A0140
101952-201906;101952;201906;184;4K1561;A0140
101952-201907;101952;201907;184;4K1561;A0140
101952-201908;101952;201908;184;4K1561;A0140
101952-201909;101952;201909;164;4K1561;A0140
101952-201910;101952;201910;158;4K1561;A0140
101952-201911;101952;201911;143;4K1561;A0140
101952-201912;101952;201912;170;4K1561;A0140
101952-202001;101952;202001;150;4K1561;A0140
101952-202002;101952;202002;149;4K1171;A0210
101952-202003;101952;202003;72;4K1171;A0210
101952-202004;101952;202004;153;4K1171;A0210
101952-202005;101952;202005;50;4K1171;A0210
101952-202006;101952;202006;102;4K1171;A0210
101953-201901;101953;201901;153;5E1341;A0116
101953-201902;101953;201902;121;5E1341;A0116
101953-201904;101953;201904;119;5E1341;A0116
101953-201905;101953;201905;62;5E1341;A0116
101953-201906;101953;201906;80;5E1341;A0116
101953-201907;101953;201907;80;5E1341;A0116
101953-201908;101953;201908;80;5E1341;A0116
101953-201909;101953;201909;97;5E1341;A0116
101953-201910;101953;201910;70;5E1341;A0116
101953-201911;101953;201911;118;5E1341;A0116
101953-201912;101953;201912;60;5E1341;A0116
101953-202001;101953;202001;84;5E1341;A0116
101953-202002;101953;202002;129;4K1171;A0210
101953-202003;101953;202003;157;4K1171;A0210
101953-202004;101953;202004;70;4K1171;A0210
101953-202005;101953;202005;111;4K1171;A0210
101953-202006;101953;202006;66;4K1171;A0210
101954-201901;101954;201901;101;4L1391;A0010
101954-201902;101954;201902;63;4L1391;A0010
101954-201904;101954;201904;73;4L1391;A0010
101954-201905;101954;201905;96;4L1391;A0010
101954-201906;101954;201906;80;4L1391;A0010
101954-201907;101954;201907;80;4L1391;A0010
101954-201908;101954;201908;80;4L1391;A0010
101954-201909;101954;201909;118;4K1171;A0321
101954-201910;101954;201910;98;4K1171;A0321
101954-201911;101954;201911;100;4K1171;A0321
101954-201912;101954;201912;135;4K1171;A0321
101954-202001;101954;202001;175;4K1171;A0321
101954-202002;101954;202002;105;4K1171;A0321
101954-202003;101954;202003;156;4K1171;A0072
101954-202004;101954;202004;58;4K1171;A0072
101954-202005;101954;202005;103;4K1171;A0072
101954-202006;101954;202006;68;4K1171;A0072
101955-201901;101955;201901;149;4L1081;A0240
101955-201902;101955;201902;129;4L1081;A0240
101955-201904;101955;201904;138;4L1081;A0240
101955-201905;101955;201905;49;4L1081;A0240
101955-201907;101955;201907;160;4L1081;A0240
101955-201908;101955;201908;160;4L1081;A0240
101955-201909;101955;201909;152;4L1081;A0240
101955-201910;101955;201910;98;4L1081;A0240
101955-201911;101955;201911;105;4L1081;A0240
101955-201912;101955;201912;140;4L1081;A0240
101955-202001;101955;202001;126;4L1081;A0240
101955-202002;101955;202002;184;4L1081;A0240
101955-202003;101955;202003;160;4K1171;A0210
101955-202004;101955;202004;75;4K1171;A0210
101955-202005;101955;202005;158;4K1171;A0210
101955-202006;101955;202006;62;4K1171;A0210
101956-201901;101956;201901;83;5D1271;A0186
101956-201902;101956;201902;107;5D1271;A0186
101956-201904;101956;201904;144;5D1271;A0186
101956-201905;101956;201905;51;4K1171;A0139
101956-201906;101956;201906;80;4K1171;A0139
101956-201907;101956;201907;80;4K1171;A0139
101956-201908;101956;201908;80;4K1171;A0139
101956-201909;101956;201909;61;4K1171;A0139
101956-201910;101956;201910;91;4K1171;A0163
101956-201911;101956;201911;51;4K1171;A0163
101956-201912;101956;201912;120;4K1171;A0163
101956-202001;101956;202001;95;4K1171;A0163
101956-202002;101956;202002;133;5A1014;A0090
101956-202003;101956;202003;107;5A1014;A0090
101956-202004;101956;202004;144;5A1014;A0090
101956-202005;101956;202005;94;5A1014;A0090
101956-202006;101956;202006;162;5A1014;A0090
101957-201901;101957;201901;127;4I1611;A0133
101957-201902;101957;201902;106;4I1611;A0133
101957-201903;101957;201903;160;4I1611;A0133
101957-201904;101957;201904;131;4I1611;A0133
101957-201905;101957;201905;142;4I1611;A0133
101957-201906;101957;201906;160;4I1611;A0133
101957-201907;101957;201907;160;4I1611;A0133
101957-201908;101957;201908;160;4K1171;A0321
101957-201909;101957;201909;58;4K1171;A0321
101957-201910;101957;201910;136;4K1171;A0321
101957-201911;101957;201911;102;4K1171;A0321
101957-201912;101957;201912;88;4K1171;A0321
101957-202001;101957;202001;77;4K1171;A0321
101957-202002;101957;202002;126;4K1171;A0072
101957-202003;101957;202003;80;4K1171;A0072
